configuration_id,window_id,gt_rally_id,first_or_last,gt_frame,buffer_start,buffer_end,buffer_has_candidate,selected_candidate_frame,additional_candidate_count,strict_tolerance_base30,strict_tolerance_frames,candidate_gt_relation,matched_gt_rally_id,matched_gt_frame,predicted_boundary_classification,associated_predicted_span_id,associated_predicted_span_start,associated_predicted_span_end,candidate_predicted_rally_id,candidate_assigned_to_associated_span,candidate_span_relation,required_boundary_extension_frames
static_shuttleset_homography/sset_01/tracknet-stride-1,215,108,first,131247,131172,131323,True,131245,3,5,4,first_last_stroke_match,108,131247,covered,116,131240,131793,116,True,inside_associated_span,0
static_shuttleset_homography/sset_01/tracknet-stride-1,216,108,last,131758,131683,131834,True,131734,0,5,4,other_gt_stroke_match,108,131737,covered,116,131240,131793,116,True,inside_associated_span,0
static_shuttleset_homography/sset_01/tracknet-stride-1,217,109,first,132577,132502,132584,True,132540,2,5,4,no_gt_stroke_match,,,covered,117,132510,132653,117,True,inside_associated_span,0
static_shuttleset_homography/sset_01/tracknet-stride-1,218,109,last,132590,132584,132666,True,132587,1,5,4,first_last_stroke_match,109,132590,covered,117,132510,132653,117,True,inside_associated_span,0
static_shuttleset_homography/sset_01/tracknet-stride-1,219,110,first,133265,133190,133312,True,133275,2,5,4,other_gt_stroke_match,110,133276,covered,118,133251,133402,118,True,inside_associated_span,0
static_shuttleset_homography/sset_01/tracknet-stride-1,220,110,last,133358,133312,133434,True,133367,1,5,4,no_gt_stroke_match,,,covered,118,133251,133402,118,True,inside_associated_span,0
static_shuttleset_homography/sset_01/tracknet-stride-1,221,111,first,134201,134126,134277,True,134193,5,5,4,no_gt_stroke_match,,,covered,119,134025,134584,119,True,inside_associated_span,0
static_shuttleset_homography/sset_01/tracknet-stride-1,222,111,last,134498,134423,134574,True,134483,3,5,4,no_gt_stroke_match,,,covered,119,134025,134584,119,True,inside_associated_span,0
static_shuttleset_homography/sset_01/tracknet-stride-1,223,112,first,135374,135299,135450,True,135386,2,5,4,no_gt_stroke_match,,,split,,,,120,,no_associated_span,
static_shuttleset_homography/sset_01/tracknet-stride-1,224,112,last,135576,135501,135652,True,135574,5,5,4,first_last_stroke_match,112,135576,split,,,,120,,no_associated_span,
static_shuttleset_homography/sset_15/tracknet-stride-8,0,0,first,23661,23586,23737,True,23665,3,5,4,first_last_stroke_match,0,23661,covered,2,23422,23922,2,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,1,0,last,23870,23795,23946,True,23870,3,5,4,first_last_stroke_match,0,23870,covered,2,23422,23922,2,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,2,1,first,24371,24296,24447,True,24369,3,5,4,first_last_stroke_match,1,24371,covered,3,24365,24709,3,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,3,1,last,24645,24570,24721,True,24643,3,5,4,first_last_stroke_match,1,24645,covered,3,24365,24709,3,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,4,2,first,25115,25040,25164,True,25134,1,5,4,other_gt_stroke_match,2,25132,covered,4,25111,25242,4,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,5,2,last,25211,25164,25287,True,25217,2,5,4,no_gt_stroke_match,,,covered,4,25111,25242,4,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,6,3,first,25829,25754,25837,True,25826,0,5,4,first_last_stroke_match,3,25829,covered,6,25824,25925,6,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,7,3,last,25844,25837,25920,True,25839,2,5,4,no_gt_stroke_match,,,covered,6,25824,25925,6,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,8,4,first,26199,26124,26275,True,26225,2,5,4,no_gt_stroke_match,,,missed,,,,7,,no_associated_span,
static_shuttleset_homography/sset_15/tracknet-stride-8,9,5,first,27574,27499,27583,True,27569,0,5,4,no_gt_stroke_match,,,covered,8,27511,27663,8,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,10,5,last,27590,27583,27666,True,27587,2,5,4,first_last_stroke_match,5,27590,covered,8,27511,27663,8,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,11,6,first,28053,27978,28129,True,28049,3,5,4,first_last_stroke_match,6,28053,covered,9,28003,28505,9,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,12,6,last,28421,28346,28497,True,28405,3,5,4,other_gt_stroke_match,6,28407,covered,9,28003,28505,9,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,13,7,first,29126,29051,29168,True,29121,2,5,4,no_gt_stroke_match,,,covered,11,29117,29262,11,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,14,7,last,29208,29168,29284,True,29223,2,5,4,no_gt_stroke_match,,,covered,11,29117,29262,11,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,15,8,first,29767,29692,29843,True,29761,2,5,4,no_gt_stroke_match,,,covered,13,29745,30157,13,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,16,8,last,30048,29973,30124,True,30049,6,5,4,first_last_stroke_match,8,30048,covered,13,29745,30157,13,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,17,9,first,30948,30873,30982,True,30945,2,5,4,first_last_stroke_match,9,30948,covered,14,30940,31076,14,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,18,9,last,31014,30982,31090,True,31012,3,5,4,first_last_stroke_match,9,31014,covered,14,30940,31076,14,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,19,10,first,31564,31489,31604,True,31569,2,5,4,no_gt_stroke_match,,,covered,16,31536,31704,16,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,20,10,last,31642,31604,31718,True,31646,3,5,4,first_last_stroke_match,10,31642,covered,16,31536,31704,16,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,21,11,first,32865,32790,32941,True,32865,2,5,4,first_last_stroke_match,11,32865,covered,19,32855,33239,19,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,22,11,last,33185,33110,33261,True,33182,4,5,4,first_last_stroke_match,11,33185,covered,19,32855,33239,19,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,23,12,first,34021,33946,34084,True,34017,2,5,4,first_last_stroke_match,12,34021,covered,21,33981,34195,21,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,24,12,last,34146,34084,34222,True,34144,5,5,4,first_last_stroke_match,12,34146,covered,21,33981,34195,21,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,25,13,first,35137,35062,35213,True,35121,3,5,4,no_gt_stroke_match,,,covered,23,35097,35518,23,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,26,13,last,35456,35381,35532,True,35455,4,5,4,first_last_stroke_match,13,35456,covered,23,35097,35518,23,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,27,14,first,36091,36016,36108,False,,0,5,4,no_candidate,,,covered,24,36090,36247,,,no_candidate,
static_shuttleset_homography/sset_15/tracknet-stride-8,28,14,last,36123,36108,36199,True,36121,1,5,4,first_last_stroke_match,14,36123,covered,24,36090,36247,24,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,29,15,first,37494,37419,37570,True,37489,2,5,4,no_gt_stroke_match,,,covered,25,37441,37899,25,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,30,15,last,37692,37617,37768,True,37694,4,5,4,first_last_stroke_match,15,37692,covered,25,37441,37899,25,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,31,16,first,38232,38157,38298,True,38225,2,5,4,no_gt_stroke_match,,,covered,26,38204,38472,26,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,32,16,last,38363,38298,38439,True,38362,4,5,4,first_last_stroke_match,16,38363,covered,26,38204,38472,26,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,33,17,first,38837,38762,38913,True,38849,1,5,4,no_gt_stroke_match,,,missed,,,,27,,no_associated_span,
static_shuttleset_homography/sset_15/tracknet-stride-8,34,18,first,39589,39514,39665,True,39585,1,5,4,first_last_stroke_match,18,39589,covered,29,39543,39687,29,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,35,19,first,40094,40019,40170,True,40097,3,5,4,first_last_stroke_match,19,40094,covered,30,40094,40447,30,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,36,19,last,40360,40285,40436,True,40358,5,5,4,first_last_stroke_match,19,40360,covered,30,40094,40447,30,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,37,20,first,42317,42242,42328,True,42307,1,5,4,no_gt_stroke_match,,,covered,32,42271,42376,32,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,38,20,last,42337,42328,42413,True,42336,0,5,4,first_last_stroke_match,20,42337,covered,32,42271,42376,32,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,39,21,first,42792,42717,42868,True,42788,4,5,4,first_last_stroke_match,21,42792,covered,33,42743,43312,33,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,40,21,last,43294,43219,43370,True,43293,4,5,4,first_last_stroke_match,21,43294,covered,33,42743,43312,33,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,41,22,first,44350,44275,44424,True,44353,2,5,4,first_last_stroke_match,22,44350,covered,35,44332,44591,35,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,42,22,last,44496,44424,44572,True,44494,2,5,4,first_last_stroke_match,22,44496,covered,35,44332,44591,35,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,43,23,first,45928,45853,46004,True,45918,3,5,4,no_gt_stroke_match,,,covered,36,45884,46193,36,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,44,23,last,46108,46033,46184,True,46110,5,5,4,first_last_stroke_match,23,46108,covered,36,45884,46193,36,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,45,24,first,46584,46509,46660,True,46582,3,5,4,first_last_stroke_match,24,46584,covered,37,46576,47128,37,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,46,24,last,47101,47026,47177,True,47105,3,5,4,first_last_stroke_match,24,47101,covered,37,46576,47128,37,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,47,25,first,47865,47790,47941,True,47886,3,5,4,no_gt_stroke_match,,,missed,,,,38,,no_associated_span,
static_shuttleset_homography/sset_15/tracknet-stride-8,48,26,first,48517,48442,48593,True,48513,3,5,4,first_last_stroke_match,26,48517,covered,39,48485,48951,39,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,49,26,last,48863,48788,48939,True,48862,5,5,4,first_last_stroke_match,26,48863,covered,39,48485,48951,39,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,50,27,first,49621,49546,49634,False,,0,5,4,no_candidate,,,missed,,,,,,no_candidate,
static_shuttleset_homography/sset_15/tracknet-stride-8,51,27,last,49645,49634,49721,False,,0,5,4,no_candidate,,,missed,,,,,,no_candidate,
static_shuttleset_homography/sset_15/tracknet-stride-8,52,28,first,51104,51029,51180,True,51105,2,5,4,first_last_stroke_match,28,51104,covered,41,51089,51547,41,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,53,28,last,51541,51466,51617,True,51538,2,5,4,first_last_stroke_match,28,51541,covered,41,51089,51547,41,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,54,29,first,52850,52775,52872,True,52849,1,5,4,first_last_stroke_match,29,52850,covered,42,52841,52924,42,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,55,29,last,52892,52872,52968,True,52891,0,5,4,first_last_stroke_match,29,52892,covered,42,52841,52924,42,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,56,30,first,53622,53547,53698,True,53633,2,5,4,no_gt_stroke_match,,,missed,,,,44,,no_associated_span,
static_shuttleset_homography/sset_15/tracknet-stride-8,57,31,first,55339,55264,55354,False,,0,5,4,no_candidate,,,covered,45,55292,55384,,,no_candidate,
static_shuttleset_homography/sset_15/tracknet-stride-8,58,31,last,55367,55354,55443,True,55365,0,5,4,first_last_stroke_match,31,55367,covered,45,55292,55384,45,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,59,32,first,56069,55994,56122,True,56104,0,5,4,other_gt_stroke_match,32,56106,covered,47,56061,56247,47,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,60,32,last,56174,56122,56250,True,56160,4,5,4,other_gt_stroke_match,32,56161,covered,47,56061,56247,47,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,61,33,first,56734,56659,56748,True,56726,0,5,4,no_gt_stroke_match,,,covered,48,56698,56813,48,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,62,33,last,56760,56748,56836,True,56769,0,5,4,no_gt_stroke_match,,,covered,48,56698,56813,48,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,63,34,first,58164,58089,58240,True,58179,2,5,4,no_gt_stroke_match,,,missed,,,,50,,no_associated_span,
static_shuttleset_homography/sset_15/tracknet-stride-8,64,35,first,59292,59217,59368,True,59281,4,5,4,no_gt_stroke_match,,,covered,51,59245,59979,51,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,65,35,last,59887,59812,59963,True,59886,4,5,4,first_last_stroke_match,35,59887,covered,51,59245,59979,51,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,66,36,first,61530,61455,61559,True,61521,3,5,4,no_gt_stroke_match,,,covered,52,61487,61661,52,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,67,36,last,61587,61559,61663,True,61582,2,5,4,other_gt_stroke_match,36,61586,covered,52,61487,61661,52,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,68,37,first,62257,62182,62333,True,62257,3,5,4,first_last_stroke_match,37,62257,covered,53,62217,62585,53,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,69,37,last,62547,62472,62623,True,62546,4,5,4,first_last_stroke_match,37,62547,covered,53,62217,62585,53,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,70,38,first,66397,66322,66428,True,66401,1,5,4,first_last_stroke_match,38,66397,covered,54,66055,66511,54,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,71,38,last,66458,66428,66534,True,66457,2,5,4,first_last_stroke_match,38,66458,covered,54,66055,66511,54,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,72,39,first,67215,67140,67268,True,67217,1,5,4,first_last_stroke_match,39,67215,covered,56,67210,67364,56,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,73,39,last,67319,67268,67395,True,67317,3,5,4,first_last_stroke_match,39,67319,covered,56,67210,67364,56,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,74,40,first,67731,67656,67807,True,67745,2,5,4,no_gt_stroke_match,,,missed,,,,57,,no_associated_span,
static_shuttleset_homography/sset_15/tracknet-stride-8,75,41,first,68273,68198,68344,True,68273,3,5,4,first_last_stroke_match,41,68273,covered,59,68266,68468,59,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,76,41,last,68414,68344,68490,True,68414,4,5,4,first_last_stroke_match,41,68414,covered,59,68266,68468,59,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,77,42,first,68970,68895,69046,True,68974,3,5,4,first_last_stroke_match,42,68970,covered,60,68961,69344,60,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,78,43,first,70706,70631,70740,True,70717,0,5,4,no_gt_stroke_match,,,covered,63,70664,70834,63,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,79,43,last,70773,70740,70849,True,70772,4,5,4,first_last_stroke_match,43,70773,covered,63,70664,70834,63,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,80,44,first,71219,71144,71259,True,71217,1,5,4,first_last_stroke_match,44,71219,covered,64,71168,71351,64,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,81,44,last,71297,71259,71373,True,71295,3,5,4,first_last_stroke_match,44,71297,covered,64,71168,71351,64,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,82,45,first,72384,72309,72460,True,72385,4,5,4,first_last_stroke_match,45,72384,covered,65,72352,72594,65,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,83,45,last,72587,72512,72663,True,72590,3,5,4,first_last_stroke_match,45,72587,covered,65,72352,72594,65,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,84,46,first,73305,73230,73360,True,73296,2,5,4,no_gt_stroke_match,,,covered,67,73255,73773,67,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,85,46,last,73413,73360,73489,True,73403,2,5,4,other_gt_stroke_match,46,73404,covered,67,73255,73773,67,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,86,47,first,73900,73825,73976,True,73921,1,5,4,no_gt_stroke_match,,,missed,,,,68,,no_associated_span,
static_shuttleset_homography/sset_15/tracknet-stride-8,87,48,first,74568,74493,74644,True,74561,2,5,4,no_gt_stroke_match,,,covered,70,74556,75322,70,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,88,48,last,75241,75166,75317,True,75240,6,5,4,first_last_stroke_match,48,75241,covered,70,74556,75322,70,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,89,49,first,75900,75825,75962,True,75915,1,5,4,other_gt_stroke_match,49,75916,covered,72,75890,76093,72,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,90,49,last,76023,75962,76099,True,76021,3,5,4,first_last_stroke_match,49,76023,covered,72,75890,76093,72,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,91,50,first,77059,76984,77088,True,77057,1,5,4,first_last_stroke_match,50,77059,covered,73,77011,77271,73,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,92,50,last,77115,77088,77191,True,77115,3,5,4,first_last_stroke_match,50,77115,covered,73,77011,77271,73,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,93,51,first,77944,77869,78020,True,77935,4,5,4,no_gt_stroke_match,,,covered,74,77914,78246,74,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,94,51,last,78221,78146,78297,True,78222,2,5,4,first_last_stroke_match,51,78221,covered,74,77914,78246,74,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,95,52,first,79702,79627,79778,True,79697,3,5,4,no_gt_stroke_match,,,covered,75,79687,80165,75,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,96,52,last,79955,79880,80031,True,79953,5,5,4,first_last_stroke_match,52,79955,covered,75,79687,80165,75,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,97,53,first,81000,80925,81076,True,80996,3,5,4,first_last_stroke_match,53,81000,covered,76,80994,81240,76,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,98,53,last,81214,81139,81290,True,81217,2,5,4,first_last_stroke_match,53,81214,covered,76,80994,81240,76,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,99,54,first,81946,81871,81971,True,81970,0,5,4,other_gt_stroke_match,54,81972,covered,78,81946,82079,78,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,100,54,last,81994,81971,82070,True,81993,1,5,4,first_last_stroke_match,54,81994,covered,78,81946,82079,78,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,101,55,first,83901,83826,83972,True,83910,1,5,4,other_gt_stroke_match,55,83912,covered,79,83894,84114,79,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,102,55,last,84042,83972,84118,True,84041,4,5,4,first_last_stroke_match,55,84042,covered,79,83894,84114,79,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,103,56,first,84572,84497,84582,True,84577,1,5,4,no_gt_stroke_match,,,covered,81,84529,84690,81,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,104,56,last,84591,84582,84667,True,84593,2,5,4,first_last_stroke_match,56,84591,covered,81,84529,84690,81,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,105,57,first,85118,85043,85194,True,85121,2,5,4,first_last_stroke_match,57,85118,covered,82,85066,85730,82,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,106,57,last,85635,85560,85711,True,85633,4,5,4,first_last_stroke_match,57,85635,covered,82,85066,85730,82,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,107,58,first,86530,86455,86563,True,86529,1,5,4,first_last_stroke_match,58,86530,covered,83,86526,86626,83,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,108,58,last,86594,86563,86670,True,86592,2,5,4,first_last_stroke_match,58,86594,covered,83,86526,86626,83,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,109,59,first,87743,87668,87819,True,87745,4,5,4,first_last_stroke_match,59,87743,covered,84,87727,88101,84,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,110,59,last,88049,87974,88125,True,88047,4,5,4,first_last_stroke_match,59,88049,covered,84,87727,88101,84,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,111,60,first,88822,88747,88880,True,88819,3,5,4,first_last_stroke_match,60,88822,covered,85,88774,88994,85,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,112,60,last,88937,88880,89013,True,88945,3,5,4,no_gt_stroke_match,,,covered,85,88774,88994,85,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,113,61,first,89478,89403,89554,True,89473,4,5,4,no_gt_stroke_match,,,covered,87,89428,89874,87,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,114,61,last,89699,89624,89775,True,89697,4,5,4,first_last_stroke_match,61,89699,covered,87,89428,89874,87,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,115,62,first,90887,90812,90931,True,90889,1,5,4,first_last_stroke_match,62,90887,covered,88,90887,91073,88,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,116,62,last,90973,90931,91049,True,90943,1,5,4,other_gt_stroke_match,62,90945,covered,88,90887,91073,88,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,117,63,first,91511,91436,91561,True,91503,2,5,4,no_gt_stroke_match,,,covered,90,91472,91664,90,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,118,63,last,91609,91561,91685,True,91617,1,5,4,no_gt_stroke_match,,,covered,90,91472,91664,90,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,119,64,first,92302,92227,92378,True,92305,3,5,4,first_last_stroke_match,64,92302,covered,91,92275,92618,91,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,120,64,last,92558,92483,92634,True,92556,4,5,4,first_last_stroke_match,64,92558,covered,91,92275,92618,91,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,121,65,first,93276,93201,93352,True,93304,2,5,4,no_gt_stroke_match,,,missed,,,,93,,no_associated_span,
static_shuttleset_homography/sset_15/tracknet-stride-8,122,66,first,94350,94275,94411,True,94353,4,5,4,first_last_stroke_match,66,94350,covered,94,94244,94540,94,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,123,66,last,94471,94411,94547,True,94478,5,5,4,no_gt_stroke_match,,,covered,94,94244,94540,94,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,124,67,first,95256,95181,95281,False,,0,5,4,no_candidate,,,split,,,,,,no_candidate,
static_shuttleset_homography/sset_15/tracknet-stride-8,125,67,last,95305,95281,95381,True,95306,3,5,4,first_last_stroke_match,67,95305,split,,,,95,,no_associated_span,
static_shuttleset_homography/sset_15/tracknet-stride-8,126,68,first,95889,95814,95965,True,95889,4,5,4,first_last_stroke_match,68,95889,covered,96,95850,96230,96,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,127,68,last,96193,96118,96269,True,96192,4,5,4,first_last_stroke_match,68,96193,covered,96,95850,96230,96,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,128,69,first,97918,97843,97963,True,97921,3,5,4,first_last_stroke_match,69,97918,covered,99,97887,98061,99,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,129,69,last,98006,97963,98082,True,98004,3,5,4,first_last_stroke_match,69,98006,covered,99,97887,98061,99,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,130,70,first,98609,98534,98652,True,98609,2,5,4,first_last_stroke_match,70,98609,covered,101,98567,98721,101,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,131,70,last,98694,98652,98770,True,98693,2,5,4,first_last_stroke_match,70,98694,covered,101,98567,98721,101,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,132,71,first,99299,99224,99367,True,99297,2,5,4,first_last_stroke_match,71,99299,covered,103,99236,99472,103,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,133,71,last,99433,99367,99509,True,99411,3,5,4,other_gt_stroke_match,71,99412,covered,103,99236,99472,103,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,134,72,first,100770,100695,100846,True,100769,2,5,4,first_last_stroke_match,72,100770,covered,104,100755,101006,104,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,135,72,last,100934,100859,101010,True,100937,2,5,4,first_last_stroke_match,72,100934,covered,104,100755,101006,104,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,136,73,first,101946,101871,102022,True,101937,3,5,4,no_gt_stroke_match,,,covered,105,101934,102351,105,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,137,73,last,102293,102218,102369,True,102292,3,5,4,first_last_stroke_match,73,102293,covered,105,101934,102351,105,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,138,74,first,106296,106221,106372,True,106287,3,5,4,no_gt_stroke_match,,,covered,107,106065,106784,107,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,139,74,last,106675,106600,106751,True,106674,3,5,4,first_last_stroke_match,74,106675,covered,107,106065,106784,107,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,140,75,first,107245,107170,107279,True,107249,0,5,4,first_last_stroke_match,75,107245,covered,108,107188,107378,108,True,inside_associated_span,0
static_shuttleset_homography/sset_15/tracknet-stride-8,141,75,last,107312,107279,107388,True,107310,3,5,4,first_last_stroke_match,75,107312,covered,108,107188,107378,108,True,inside_associated_span,0
